Date;Météo;Pluie(mm);T°C (12h-15h);Humidité;THI;Météo;Météo_1;Météo_2;Météo_3;Météo_4;Météo_1_Cat;Météo_2_Cat;Météo_3_Cat;Météo_4_Cat;Météo_Cat
2025-12-20;couvert;0.0;8.0;0.74;48.06;couvert;couvert;;;;COUVERT;;;;COUVERT
2025-12-21;éclaircies;0.0;14.0;0.45;57.44;éclaircies;éclaircies;;;;ECLAIRCIES;;;;ECLAIRCIES
2025-12-22;pluie/couvert;14.0;5.0;0.76;43.24;pluie/couvert;pluie;couvert;;;PLUIE;COUVERT;;;COUVERT|PLUIE
2025-12-23;pluie;4.0;6.0;0.83;44.22;pluie;pluie;;;;PLUIE;;;;PLUIE
2025-12-24;brouillard;0.0;4.0;0.84;40.85;brouillard;brouillard;;;;COUVERT;;;;COUVERT
2025-12-25;éclaircies/couvert;0.0;5.0;0.6;44.74;éclaircies/couvert;éclaircies;couvert;;;ECLAIRCIES;COUVERT;;;COUVERT|ECLAIRCIES
2025-12-26;brouillard/couvert;1.0;7.0;0.75;46.44;brouillard/couvert;brouillard;couvert;;;COUVERT;COUVERT;;;COUVERT|COUVERT
2025-12-27;couvert;0.0;9.0;0.8;49.28;couvert;couvert;;;;COUVERT;;;;COUVERT
2025-12-28;beau;0.0;11.0;0.42;53.78;beau;beau;;;;BEAU;;;;BEAU
2025-12-29;beau;0.0;10.0;0.41;52.6;beau;beau;;;;BEAU;;;;BEAU
2025-12-30;beau/couvert;0.0;7.0;0.75;46.44;beau/couvert;beau;couvert;;;BEAU;COUVERT;;;BEAU|COUVERT
2025-12-31;brouillard/couvert;0.0;5.0;0.71;43.71;brouillard/couvert;brouillard;couvert;;;COUVERT;COUVERT;;;COUVERT|COUVERT
